Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,309,Sales,10,Master,Life Sciences,1,1105,Highly Satisfied,Female,88,Medium,2,Sales Executive,Highly-Satisfied,Divorced,6694,24223,2,Y,Yes,14,Satisfied,Satisfied,80,3,8,5,Good,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,1,1106,Highly Satisfied,Male,32,Involved,1,Laboratory Technician,Highly-Satisfied,Married,3691,4605,1,Y,Yes,15,Satisfied,Medium,80,1,7,3,Very-Good,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,1,1107,Low,Male,37,Involved,1,Laboratory Technician,Satisfied,Divorced,2377,19373,1,Y,No,20,Highly-Satisfied,Satisfied,80,1,1,0,Mid,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,1,1108,Low,Male,55,Medium,1,Research Scientist,Mid,Single,2313,2993,4,Y,Yes,20,Highly-Satisfied,Medium,80,0,5,0,Good,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,College,Medical,1,1109,Highly Satisfied,Male,35,Involved,4,Manager,Low,Married,17665,14399,0,Y,No,17,Satisfied,Highly-Satisfied,80,1,23,3,Good,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,1,1111,Low,Male,45,Medium,1,Laboratory Technician,Mid,Divorced,2596,7160,1,Y,No,15,Satisfied,Low,80,2,1,2,Good,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,Master,Other,1,1113,Highly Satisfied,Male,81,Involved,2,Sales Executive,Satisfied,Single,4728,17251,3,Y,Yes,14,Satisfied,Highly-Satisfied,80,0,5,4,Good,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,1,1114,Highly Satisfied,Female,30,Involved,2,Sales Executive,Mid,Married,4302,13401,0,Y,No,17,Satisfied,Satisfied,80,1,4,3,Good,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,Master,Life Sciences,1,1115,Satisfied,Male,40,Medium,1,Research Scientist,Highly-Satisfied,Married,2979,22478,3,Y,No,17,Satisfied,Highly-Satisfied,80,3,6,2,Good,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,Master,Medical,1,1116,Low,Male,35,Highly-Involved,4,Manager,Highly-Satisfied,Single,16885,16154,2,Y,No,22,Highly-Satisfied,Satisfied,80,0,27,3,Mid,5,4,2,1
45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,1,1117,Medium,Female,65,Medium,2,Sales Executive,Satisfied,Married,5593,17970,1,Y,No,13,Satisfied,Highly-Satisfied,80,1,15,2,Good,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,1,1118,Medium,Male,87,Involved,3,Healthcare Representative,Mid,Single,10445,15322,7,Y,No,19,Satisfied,Highly-Satisfied,80,0,18,4,Good,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,Master,Marketing,1,1119,Satisfied,Male,73,Medium,3,Sales Executive,Satisfied,Divorced,8740,5569,0,Y,Yes,14,Satisfied,Medium,80,2,9,2,Good,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,1,1120,Satisfied,Female,93,Involved,1,Research Scientist,Highly-Satisfied,Divorced,2514,26968,4,Y,No,22,Highly-Satisfied,Low,80,1,11,1,Good,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,1,1121,Highly Satisfied,Female,93,Involved,3,Manufacturing Director,Mid,Divorced,7655,8039,0,Y,No,17,Satisfied,Medium,80,3,10,3,Mid,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,Below College,Marketing,1,1124,Low,Male,52,Involved,4,Manager,Satisfied,Married,17465,15596,3,Y,No,12,Satisfied,Highly-Satisfied,80,1,23,3,Good,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,College,Marketing,1,1125,Highly Satisfied,Male,32,Involved,3,Sales Executive,Mid,Single,7351,20619,7,Y,No,16,Satisfied,Satisfied,80,0,10,2,Good,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1,1126,Satisfied,Female,83,Involved,3,Manufacturing Director,Low,Married,10820,11535,8,Y,No,11,Satisfied,Satisfied,80,1,18,1,Good,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,1,1127,Low,Male,84,Involved,4,Healthcare Representative,Highly-Satisfied,Divorced,12169,13547,7,Y,No,11,Satisfied,Highly-Satisfied,80,3,21,4,Good,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,1,1128,Satisfied,Male,44,Medium,5,Research Director,Satisfied,Single,19626,17544,1,Y,No,14,Satisfied,Low,80,0,21,2,Very-Good,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,1,1131,Highly Satisfied,Female,70,Medium,1,Research Scientist,Mid,Single,2070,25326,1,Y,Yes,11,Satisfied,Satisfied,80,0,2,6,Very-Good,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,1,1132,Satisfied,Male,70,Involved,2,Laboratory Technician,Mid,Single,6782,8770,9,Y,No,15,Satisfied,Satisfied,80,0,9,2,Mid,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,1,1133,Low,Male,78,Involved,2,Manufacturing Director,Highly-Satisfied,Single,7779,23238,2,Y,No,20,Highly-Satisfied,Low,80,0,18,0,Good,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,1,1135,Satisfied,Male,67,Highly-Involved,1,Sales Representative,Highly-Satisfied,Married,2791,21981,0,Y,No,12,Satisfied,Low,80,1,3,4,Good,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,1,1136,Low,Male,67,Medium,1,Research Scientist,Mid,Married,3201,19911,0,Y,No,17,Satisfied,Low,80,0,6,2,Low,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,College,Marketing,1,1137,Highly Satisfied,Male,54,Involved,2,Sales Executive,Highly-Satisfied,Divorced,4968,18500,1,Y,No,11,Satisfied,Highly-Satisfied,80,1,5,3,Good,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,1,1138,Highly Satisfied,Male,56,Medium,4,Sales Executive,Mid,Married,13120,11879,6,Y,No,17,Satisfied,Medium,80,1,22,3,Good,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,1,1140,Highly Satisfied,Male,95,Involved,2,Manufacturing Director,Satisfied,Single,4033,15834,2,Y,No,11,Satisfied,Highly-Satisfied,80,0,5,3,Mid,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,1,1143,Highly Satisfied,Female,61,Involved,1,Research Scientist,Mid,Divorced,3291,17940,0,Y,No,14,Satisfied,Highly-Satisfied,80,2,8,2,Mid,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,1,1148,Medium,Male,56,Low,2,Laboratory Technician,Highly-Satisfied,Single,4272,9558,4,Y,No,19,Satisfied,Low,80,0,16,3,Good,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,Below College,Medical,1,1150,Medium,Male,79,Medium,2,Manufacturing Director,Highly-Satisfied,Married,5056,17689,1,Y,Yes,15,Satisfied,Satisfied,80,1,10,2,Mid,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,1,1152,Satisfied,Male,37,Highly-Involved,1,Human Resources,Satisfied,Married,2844,6004,1,Y,No,13,Satisfied,Highly-Satisfied,80,1,7,2,Very-Good,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,1,1154,Satisfied,Male,39,Medium,1,Research Scientist,Satisfied,Divorced,2703,22088,1,Y,Yes,14,Satisfied,Highly-Satisfied,80,1,3,2,Good,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,Below College,Medical,1,1156,Satisfied,Male,80,Involved,1,Laboratory Technician,Satisfied,Single,1904,13556,1,Y,No,12,Satisfied,Highly-Satisfied,80,0,0,0,Good,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,1,1157,Low,Female,77,Involved,2,Sales Executive,Low,Single,8224,18385,0,Y,Yes,17,Satisfied,Low,80,0,6,3,Good,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,1,1158,Medium,Male,46,Involved,1,Laboratory Technician,Highly-Satisfied,Married,4766,9051,3,Y,Yes,11,Satisfied,Low,80,1,6,4,Good,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,1,1160,Satisfied,Male,72,Involved,1,Laboratory Technician,Satisfied,Married,2610,6233,1,Y,No,12,Satisfied,Satisfied,80,1,2,5,Mid,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,College,Medical,1,1161,Satisfied,Female,52,Medium,2,Healthcare Representative,Highly-Satisfied,Divorced,5731,17171,7,Y,No,13,Satisfied,Satisfied,80,2,9,2,Good,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,1,1162,Highly Satisfied,Male,55,Medium,1,Research Scientist,Satisfied,Married,2539,7950,1,Y,No,13,Satisfied,Satisfied,80,1,4,0,Good,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,1,1163,Medium,Female,70,Involved,2,Sales Executive,Satisfied,Married,5714,5829,1,Y,No,20,Highly-Satisfied,Low,80,0,6,3,Mid,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,1,1164,Satisfied,Male,100,Involved,1,Human Resources,Satisfied,Single,4323,7108,1,Y,No,17,Satisfied,Medium,80,0,6,2,Low,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,1,1165,Highly Satisfied,Female,45,Medium,3,Sales Executive,Low,Married,7336,11162,1,Y,No,13,Satisfied,Low,80,1,11,3,Low,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,1,1166,Medium,Female,88,Involved,3,Research Director,Satisfied,Single,13499,13782,9,Y,No,17,Satisfied,Satisfied,80,0,20,3,Mid,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,1,1167,Satisfied,Male,44,Involved,4,Sales Executive,Low,Single,13758,2447,0,Y,Yes,12,Satisfied,Medium,80,0,22,2,Mid,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,Master,Marketing,1,1171,Medium,Male,45,Involved,2,Sales Executive,Low,Single,5155,2253,7,Y,No,13,Satisfied,Highly-Satisfied,80,0,9,3,Very-Good,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,1,1172,Highly Satisfied,Male,58,Medium,1,Laboratory Technician,Satisfied,Married,2258,16340,6,Y,No,12,Satisfied,Medium,80,1,10,2,Good,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,1,1173,Highly Satisfied,Male,49,Involved,1,Laboratory Technician,Mid,Single,3597,6409,8,Y,No,22,Highly-Satisfied,Highly-Satisfied,80,0,6,2,Good,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,1,1175,Satisfied,Female,79,Involved,1,Laboratory Technician,Highly-Satisfied,Married,2515,22955,1,Y,Yes,11,Satisfied,Highly-Satisfied,80,0,1,4,Mid,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,1,1177,Low,Male,82,Highly-Involved,1,Laboratory Technician,Highly-Satisfied,Married,4420,13421,1,Y,No,22,Highly-Satisfied,Medium,80,1,8,2,Good,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,1,1179,Satisfied,Male,72,Medium,2,Sales Executive,Satisfied,Married,6578,2706,1,Y,No,18,Satisfied,Low,80,1,10,3,Good,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,College,Medical,1,1180,Satisfied,Female,92,Medium,2,Research Scientist,Highly-Satisfied,Married,4422,21203,3,Y,Yes,13,Satisfied,Highly-Satisfied,80,1,16,3,Low,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,1,1182,Satisfied,Male,44,Medium,3,Manufacturing Director,Mid,Divorced,10274,19588,2,Y,No,18,Satisfied,Medium,80,1,15,2,Very-Good,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,1,1184,Highly Satisfied,Male,97,Medium,2,Healthcare Representative,Low,Single,5343,25755,0,Y,No,20,Highly-Satisfied,Satisfied,80,0,14,3,Good,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,Master,Other,1,1185,Highly Satisfied,Male,47,Medium,1,Laboratory Technician,Highly-Satisfied,Married,2376,26537,1,Y,No,13,Satisfied,Medium,80,1,2,2,Very-Good,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,1,1188,Low,Female,85,Low,2,Sales Executive,Satisfied,Single,5346,9489,8,Y,No,13,Satisfied,Medium,80,0,7,2,Mid,4,3,1,3
32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,1,1190,Satisfied,Female,76,Involved,1,Sales Representative,Low,Divorced,2827,14947,1,Y,No,12,Satisfied,Satisfied,80,3,1,3,Good,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,1,1191,Highly Satisfied,Female,92,Involved,5,Manager,Low,Divorced,19943,18575,4,Y,No,13,Satisfied,Highly-Satisfied,80,1,28,2,Good,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,1,1192,Medium,Female,54,Involved,1,Laboratory Technician,Highly-Satisfied,Married,3131,26342,1,Y,No,13,Satisfied,Low,80,1,10,5,Good,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1,1193,Satisfied,Male,54,Involved,1,Research Scientist,Low,Single,2552,7172,1,Y,No,25,Highly-Satisfied,Satisfied,80,0,1,4,Good,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,1,1195,Low,Female,83,Involved,1,Research Scientist,Satisfied,Married,4477,20100,4,Y,Yes,19,Satisfied,Satisfied,80,1,7,2,Mid,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,1,1196,Highly Satisfied,Female,56,Medium,2,Manufacturing Director,Highly-Satisfied,Married,6474,9961,1,Y,No,13,Satisfied,Medium,80,1,14,2,Mid,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,1,1198,Low,Male,87,Medium,1,Laboratory Technician,Satisfied,Single,3033,12828,1,Y,No,12,Satisfied,Low,80,0,2,2,Mid,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,1,1200,Satisfied,Male,96,Involved,1,Research Scientist,Satisfied,Single,2936,10826,1,Y,Yes,11,Satisfied,Satisfied,80,0,6,4,Good,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,1,1201,Highly Satisfied,Female,50,Involved,5,Manager,Satisfied,Divorced,18606,18640,3,Y,No,18,Satisfied,Medium,80,1,26,6,Good,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,1,1202,Medium,Female,69,Low,1,Research Scientist,Highly-Satisfied,Married,2168,26933,0,Y,Yes,18,Satisfied,Low,80,1,6,2,Mid,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,1,1203,Satisfied,Male,48,Medium,1,Research Scientist,Highly-Satisfied,Married,2853,4223,0,Y,Yes,11,Satisfied,Medium,80,1,1,5,Good,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,1,1204,Satisfied,Female,69,Involved,4,Manager,Low,Married,17048,24097,8,Y,No,23,Highly-Satisfied,Low,80,0,28,2,Good,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,1,1206,Highly Satisfied,Male,74,Low,1,Research Scientist,Satisfied,Single,2290,4279,2,Y,No,13,Satisfied,Highly-Satisfied,80,0,6,3,Good,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,1,1207,Medium,Male,99,Involved,1,Human Resources,Satisfied,Married,3600,8429,1,Y,No,13,Satisfied,Highly-Satisfied,80,1,5,2,Good,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,1,1210,Low,Male,95,Medium,1,Research Scientist,Low,Divorced,2107,20293,6,Y,No,17,Satisfied,Low,80,1,5,2,Low,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,1,1211,Satisfied,Male,61,Involved,2,Sales Executive,Low,Divorced,4115,13192,8,Y,No,19,Satisfied,Satisfied,80,3,8,3,Good,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,Master,Medical,1,1212,Medium,Male,62,Involved,2,Sales Executive,Mid,Married,4327,25440,5,Y,No,12,Satisfied,Highly-Satisfied,80,3,5,2,Good,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,1,1215,Highly Satisfied,Female,30,Involved,4,Manager,Low,Married,17856,9490,2,Y,No,22,Highly-Satisfied,Satisfied,80,1,32,3,Good,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,1,1216,Highly Satisfied,Male,78,Medium,1,Laboratory Technician,Low,Married,3196,12449,1,Y,No,12,Satisfied,Satisfied,80,3,6,2,Good,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,1,1217,Highly Satisfied,Male,52,Involved,5,Research Director,Mid,Married,19081,10849,5,Y,No,11,Satisfied,Low,80,1,25,2,Good,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,1,1218,Satisfied,Male,94,Involved,2,Sales Executive,Low,Married,8966,21026,3,Y,Yes,15,Satisfied,Highly-Satisfied,80,3,15,2,Good,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,1,1219,Highly Satisfied,Female,97,Involved,1,Laboratory Technician,Mid,Married,2210,3372,1,Y,No,13,Satisfied,Low,80,1,1,3,Low,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,1,1220,Medium,Female,82,Involved,2,Sales Executive,Satisfied,Married,4539,4905,1,Y,No,12,Satisfied,Low,80,1,10,3,Mid,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,1,1221,Satisfied,Male,60,Low,1,Laboratory Technician,Satisfied,Divorced,2741,6865,1,Y,No,14,Satisfied,Satisfied,80,1,7,4,Good,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,1,1224,Satisfied,Male,49,Involved,2,Laboratory Technician,Satisfied,Divorced,3491,11309,1,Y,No,13,Satisfied,Low,80,3,10,4,Mid,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,Master,Other,1,1225,Highly Satisfied,Male,32,Involved,2,Research Scientist,Highly-Satisfied,Single,4541,7744,1,Y,No,25,Highly-Satisfied,Medium,80,0,20,3,Good,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,1,1226,Satisfied,Male,43,Highly-Involved,1,Sales Representative,Highly-Satisfied,Single,2678,5050,1,Y,No,17,Satisfied,Highly-Satisfied,80,0,2,2,Good,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,1,1228,Highly Satisfied,Male,60,Involved,2,Manufacturing Director,Highly-Satisfied,Divorced,7379,17433,2,Y,No,11,Satisfied,Satisfied,80,1,12,3,Mid,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,Doctor,Medical,1,1231,Highly Satisfied,Male,79,Highly-Involved,2,Human Resources,Low,Married,6272,12858,7,Y,No,16,Satisfied,Low,80,1,10,3,Very-Good,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,Master,Marketing,1,1233,Medium,Male,52,Highly-Involved,2,Sales Executive,Highly-Satisfied,Divorced,5220,10893,0,Y,Yes,18,Satisfied,Medium,80,1,12,3,Good,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,1,1234,Satisfied,Female,77,Medium,1,Laboratory Technician,Mid,Married,2743,7331,1,Y,No,20,Highly-Satisfied,Satisfied,80,1,2,2,Good,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,1,1235,Highly Satisfied,Female,38,Involved,2,Research Scientist,Satisfied,Single,4998,2338,4,Y,Yes,14,Satisfied,Highly-Satisfied,80,0,10,2,Good,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,1,1237,Satisfied,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Y,Yes,21,Highly-Satisfied,Satisfied,80,1,17,2,Good,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,1,1238,Low,Male,60,Involved,1,Research Scientist,Highly-Satisfied,Married,2781,6311,0,Y,No,13,Satisfied,Medium,80,1,15,5,Good,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,1,1239,Medium,Female,84,Medium,2,Sales Executive,Mid,Divorced,6852,11591,7,Y,No,12,Satisfied,Medium,80,1,7,2,Very-Good,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,1,1240,Satisfied,Male,57,Involved,2,Sales Executive,Highly-Satisfied,Single,4950,20623,0,Y,No,14,Satisfied,Medium,80,0,5,4,Good,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,1,1241,Highly Satisfied,Male,63,Involved,1,Research Scientist,Mid,Married,3579,9369,0,Y,Yes,21,Highly-Satisfied,Low,80,1,12,2,Good,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,Doctor,Medical,1,1242,Low,Female,60,Involved,3,Research Director,Low,Married,13191,23281,3,Y,Yes,17,Satisfied,Satisfied,80,0,20,6,Good,1,0,0,0
35,No,Non-Travel,1212,Sales,8,College,Marketing,1,1243,Satisfied,Female,78,Medium,3,Sales Executive,Highly-Satisfied,Married,10377,13755,4,Y,Yes,11,Satisfied,Medium,80,1,16,6,Mid,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,1,1244,Low,Male,42,Involved,1,Research Scientist,Low,Married,2235,14377,1,Y,Yes,14,Satisfied,Highly-Satisfied,80,2,9,3,Mid,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,1,1245,Highly Satisfied,Female,53,Involved,3,Manufacturing Director,Satisfied,Divorced,10502,9659,7,Y,No,17,Satisfied,Low,80,1,33,2,Low,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,1,1246,Low,Female,72,Highly-Involved,1,Research Scientist,Highly-Satisfied,Married,2011,19982,1,Y,No,13,Satisfied,Highly-Satisfied,80,1,10,5,Good,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,1,1248,Low,Female,96,Medium,1,Research Scientist,Mid,Single,1859,6148,1,Y,Yes,25,Highly-Satisfied,Medium,80,0,1,2,Very-Good,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,1,1249,Low,Female,97,Involved,1,Research Scientist,Highly-Satisfied,Divorced,3760,5598,1,Y,No,15,Satisfied,Low,80,3,3,5,Good,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,1,1250,Highly Satisfied,Male,85,Involved,4,Research Director,Highly-Satisfied,Married,17779,23474,3,Y,No,14,Satisfied,Low,80,0,36,2,Good,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,1,1251,Satisfied,Male,80,Involved,2,Healthcare Representative,Low,Married,6833,17089,1,Y,Yes,12,Satisfied,Highly-Satisfied,80,0,6,2,Mid,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,1,1252,Satisfied,Female,96,Medium,2,Healthcare Representative,Low,Single,6812,17198,1,Y,No,19,Satisfied,Medium,80,0,10,2,Good,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,1,1254,Satisfied,Female,48,Medium,2,Sales Executive,Highly-Satisfied,Single,5171,16490,5,Y,No,17,Satisfied,Highly-Satisfied,80,0,13,2,Good,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,1,1255,Satisfied,Male,96,Low,5,Research Director,Highly-Satisfied,Married,19740,18625,3,Y,No,14,Satisfied,Medium,80,1,25,2,Good,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,1,1256,Low,Male,85,Medium,5,Manager,Satisfied,Married,18711,12124,2,Y,No,13,Satisfied,Satisfied,80,1,23,2,Very-Good,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,1,1257,Satisfied,Male,46,Involved,1,Research Scientist,Mid,Married,3692,9256,1,Y,No,12,Satisfied,Satisfied,80,0,12,2,Mid,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,1,1258,Highly Satisfied,Male,76,Highly-Involved,1,Laboratory Technician,Mid,Single,2559,16620,5,Y,No,11,Satisfied,Satisfied,80,0,7,4,Mid,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,1,1259,Low,Male,76,Involved,1,Research Scientist,Satisfied,Divorced,2517,3208,1,Y,No,11,Satisfied,Medium,80,3,5,2,Good,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,1,1260,Satisfied,Male,82,Involved,2,Healthcare Representative,Highly-Satisfied,Divorced,6623,4204,1,Y,Yes,11,Satisfied,Medium,80,2,6,2,Good,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,1,1263,Highly Satisfied,Male,76,Medium,5,Research Director,Highly-Satisfied,Single,18265,8733,6,Y,No,12,Satisfied,Satisfied,80,0,25,3,Very-Good,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,1,1264,Highly Satisfied,Female,87,Medium,4,Research Director,Highly-Satisfied,Divorced,16124,3423,3,Y,No,14,Satisfied,Medium,80,2,9,2,Mid,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,1,1265,Satisfied,Female,89,Highly-Involved,1,Research Scientist,Satisfied,Married,2585,21643,0,Y,No,17,Satisfied,Highly-Satisfied,80,0,2,5,Mid,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,1,1267,Medium,Male,88,Involved,5,Manager,Mid,Married,18213,8751,7,Y,No,11,Satisfied,Satisfied,80,1,26,5,Good,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,1,1268,Highly Satisfied,Male,82,Highly-Involved,3,Sales Executive,Satisfied,Divorced,8380,21708,0,Y,Yes,14,Satisfied,Highly-Satisfied,80,2,10,3,Good,9,8,0,8
